author,published_at,like_count,text,is_reply
@GgirlFF,2025-08-18T12:56:00Z,0,참나.. 지금 생각해도 피가 거꾸로 솟는 느낌..<br>전국민이 다들었는네 그걸 정면 거짓말 우기기...ㅎㅎㅎㅎㅎㅎㅎㅎ<br>진짜 희대의 또라이 정부<br>와...  진짜 그걸 우기는 정부라니...,False
@info-y1k,2025-08-18T12:55:31Z,0,MBC MBC MBC 👍👍👍😢,False
@보리-d7s-l1k,2025-08-18T12:54:30Z,0,MBC역고소 ㄱㄱ,False
@yh-hx5bp,2025-08-18T12:52:39Z,0,"도리 도리 도리  시속 200km , 흥분지수도 시속 200km",False
@you_want_something,2025-08-18T12:52:08Z,0,ㅇㅇ,False
@powerajw1163,2025-08-18T12:52:05Z,0,전 정권 실세는 조선일보,False
@소젖-f9y,2025-08-18T12:52:00Z,0,김은혜 이것도 좀 털자,False
@왕조타파,2025-08-18T12:51:30Z,0,법과 원칙을 무시한 윤거니 사이비 정권의 당연한 몰락입니다.<br>검찰개혁 사법개혁 사이비 국짐해체 반드시 완수해야 할 과제입니다.,False
@흥신유,2025-08-18T12:50:49Z,0,나이가몇살들이신데불리한건기억이않나실까?어디서조은거는않배우고더러운것만배워서참기가막히네,False
@헤르세,2025-08-18T12:50:21Z,0,조선일보 ㅋ 진짜 문제가 크다,False
@11111mjjj,2025-08-18T12:50:01Z,0,김은혜가 최고 저질이었음,False
@user-ik1so4gb6n,2025-08-18T12:49:26Z,0,진짜또라이짓 많이했다<br>다<br>처벌확실히 받아라<br>말도안되는짓이 쯧,False
@호구와떠-i5o,2025-08-18T12:48:43Z,0,"온국민이 바이든으로 들었는데,,,  맘에안든다고 국민을 탄압한거랑 머가 다른가",False
@잘살자-m1b,2025-08-18T12:47:30Z,1,저거 날리면으로 들리는 사람은 진짜 x새x다 정말 욕도 아깝다,False
@jeanramen,2025-08-18T12:46:47Z,0,2찍들은 지금도 언론탄압이 아니라 MBC가 외교분쟁을 일으킨 거라고 주장하고 아직도 바이든으로 안 들린다고 함. 심각한 아집이고 세뇌임.,False
@vex238,2025-08-18T12:45:51Z,0,"어우.. 다시봐도 저질스럽고 뻔뻔스러운 인간.. 지 주둥이로 내뱉은 경박한 언행을 전국민이 다 듣고 봤는데, 거짓말하고 죄를 뒤집어 씌우고 억압하고 부끄러운줄도 모른다. 저런 것을 지지하고 지배받고 싶어하는 인간들이 더 경멸스럽다.",False
@n922360,2025-08-18T12:44:39Z,0,조선일보 폐간,False
@블랙카프,2025-08-18T12:43:27Z,0,윤의 그 똥깨들 지금 뭐하지.<br>은혜는 어디가서 MBC 출신이라 말하면 인쓰다.,False
@sm97943,2025-08-18T12:42:38Z,0,엠비씨가 나라를 구했다<br> 감사합니다,False
@문용섭-k1w,2025-08-18T12:42:23Z,0,걸음걸이도 어쩜 저렇게 뒷골목 깡패보다 못할까?,False
@임미순-e2p,2025-08-18T12:41:36Z,0,자신의 입도 컨트롤 안되는 자가 내 조국의 대통이었다는 것이 참으로 부끄럽소이다.,False
@류쾌걸,2025-08-18T12:41:12Z,0,지가 잘못해놓고 남탓하는 찌질이 새끼..,False
@영선신-u6o,2025-08-18T12:39:11Z,0,도리도리 개도리..<br>콜걸서방 개도리..,False
@조기-d4l,2025-08-18T12:36:41Z,0,ㅋㅋㅋ  진짜  생각해보면  미친짓이었음  그걸 넘어가는 국민들도 수준이하였고,False
@ju-hyony6869,2025-08-18T12:36:30Z,0,"창조경제 일타쌍피. 사고치고 아는 변호사 꽂고, mbc도 잡고...",False
@pyo7070,2025-08-18T12:36:22Z,0,변호사비는 어떻게 되는지? 그냥 세금!,False
@freehiphopbeatz6991,2025-08-18T12:36:03Z,0,언론탄압은 지들이 하고 맨날 민주당에 덮어씌움,False
@김호준-b2l,2025-08-18T12:35:21Z,0,😂,False
@골프로-e8f,2025-08-18T12:34:36Z,0,누가들어도 바이든인데 그때 듣기평가한거 생각나네,False
